ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_ID,Part_Of_Speech,Original_Translation,Text_ID,Record_Number,Speaker_ID
convrisamaj-34,yab,"tajne ya ijpë mare tëwï, tajne ya yekerema pïnika ta wïrë",ta-jne	ya	i-jpë	mare	tëwï	ta-jne	ya	yekerema-∅	pïnika	ta-∅	wïrë,3-PL	ERG	put-PST	REL.INAN	3PRO	3-PL	ERG	boast_sexually-IPFV	PROB	say-IPFV	1PRO,"What they did, they’re going to tell, I say",,What is tëwï doing in the relative clause?,convrisamaj-34,pn	postp	vt	part	pn	pn	postp	vt	part	vt	pn,"lo que hacen, ellos será que lo cuentan",convrisamaj,34,elpe
convrisamaj-35,yab,"pïnika, pïnika, tawara chipokon pïnika yaruwakontomo",pïnika	pïnika	tawara	chipokon	pïnika	yaruwa-∅-kontomo,PROB	PROB	too	***	PROB	laugh-IPFV-PL,So that’s why they’re laughing.,,chipokon without a verb,convrisamaj-35,part	part	adv	?	part	vi,será por eso que se rien,convrisamaj,35,grme
convrisamaj-36,yab,taro mare wïrë ya,taro-∅	mare	wïrë	ya,say-IPFV	still	1PRO	ERG,I'm just saying.,,,convrisamaj-36,vt	adv	pn	postp,yo no sé nada pero digo así,convrisamaj,36,elpe
convrisamaj-37,yab,nwa ma pïnika ta wïrë ya,nwa	ma	pïnika	ta-∅	wïrë	ya,thus	RST	PROB	say-IPFV	1PRO	ERG,So I won’t say any more.,,sounds a lot like /wïya/!,convrisamaj-37,part	part	part	vt	pn	postp,así no más digo yo,convrisamaj,37,elpe
convrisamaj-38,yab,tejpore sa ne yaruwakontomo,tejpore	sa	ne	yaruwa-∅-kontomo,tasty	EVAL	INTS	laugh-IPFV-PL,They like laughing.,,,convrisamaj-38,adv	part	part	vi,se ríen con muchas ganas,convrisamaj,38,elpe
convrisamaj-40,yab,tawarama wïrë itari onono parë,tawara=ma	wïrë	ita-ri	onono	parë,too=RST	1PRO	hear-IPFV	another	also,I also listened some times.,,,convrisamaj-40,adv	pn	vt	n	part,yo también escucho algunas veces,convrisamaj,40,elpe
convrisamaj-42,yab,yaruwakontomo yatum ponoko,yaruwa-∅-kontomo	yatum	ponoko,laugh-IPFV-PL	day	***,They laugh every day.,,where does this /ponoko/ come from? it's nowhere else and I don't hear it,convrisamaj-42,vi	n	?,se rien cada dia,convrisamaj,42,grme
convrisamaj-43,yab,ta takontomo,ta	ta-∅-kontomo,like	say-IPFV-PL,That’s what they say (?),,,convrisamaj-43,part	vt,!Según dicen.,convrisamaj,43,elpe
convrisamaj-44,yab,wïrë inija ta rë,wïrë	ini-ja	ta	rë,1PRO	see-NEG	like	EMP,I haven’t seen.,,,convrisamaj-44,pn	vt	part	part,yo no he visto,convrisamaj,44,elpe
convrisamaj-45,yab,"¡ kë %¡ mokontomo wajyakïtï ta, wïrë wajyakïtïjra taro wïrë ta wïrë ya",kë	mokontomo	wajyakïtï-∅	ta	wïrë	wajyakïtïjra	taro-∅	wïrë	ta-∅	wïrë	ya,ugh	2PL.PRO	be_happy-IPFV	like	1PRO	?	say-IPFV	1PRO	say-IPFV	1PRO	ERG,"Ugh, you are happy but I am not, I say.",,,,intj	pn	vi	part	pn	?	vt	pn	vt	pn	postp,"ay! ustedes si están alegres, pero yo no estoy alegre, digo",convrisamaj,45,grme
convrisamaj-46,yab,uyarë wïrë përemekïrï,u-yarë	wïrë	përemekï-rï,1-alone	1PRO	talk-IPFV,I just talk.,,,convrisamaj-46,postp	pn	vi,yo hablo sola,convrisamaj,46,grme
convrisamaj-47,yab,"aniki narëpe yakërë ejnë përemekïrï, ejnë pëkëpene, wanene",aniki	narëpe	y-akërë	ejnë	përemekï-rï	ejnë	pëkëpene	wanene,who	PART	LK-with	1+2PRO	talk-IPFV	1+2PRO	alone	aunt,"Who are we gonna talk to? We’re alone, aunt.",,Predicative postposition?,convrisamaj-47,pn	part	postp	pn	vi	pn	postp	n,"con quién será que vamos a hablar nosotros, nosotras estamos solas",convrisamaj,47,elpe
convrisamaj-48,yab,pïrarë ejnë chiyakon chipokono ejnë yaruwatopo pïrarë,pïrarë	ejnë	chiyakon-∅	chipokono	ejnë	yaruwa-topo	pïrarë,NEG.EXIST	1+2PRO	friend-PERT	***	1+2PRO	laugh-CIRC.NMLZ	NEG.EXIST,Because we don’t have friends we don’t have anything to laugh.,,,convrisamaj-48,part	pn	n	?	pn	n	part,porque no tenemos amigas para nosotros reir,convrisamaj,48,elpe
convrisamaj-49,yab,inkë,in-kë,see-IMP,That’s right!,,,convrisamaj-49,vt,así,convrisamaj,49,grme
convrisamaj-50,yab,"ejnë pëkëpene ejnë chi yawë, ejnë yarikaja",ejnë	pëkëpene	ejnë	chi-∅	yawë	ejnë	yarika-ja,1+2PRO	alone	1+2PRO	COP-ACNNMLZ	LOC	1+2PRO	laugh-NEG,"When we’re alone, we don’t laugh.",,,convrisamaj-50,pn	postp	pn	n	postp	pn	vi,"cuando estamos solas, nosotras no nos reímos",convrisamaj,50,elpe
convrisamaj-51,yab,¿ ati ejnë yarikari %¿ pïrarë,ati	ejnë	yarika-ri	pïrarë,what	1+2PRO	laugh-IPFV	NEG.EXIST,What are we going to laugh about? There's nothing.,,,,intj	pn	vi	part,¿de qué nos vamos a reir? no hay nada,convrisamaj,51,elpe
convrisamaj-52,yab,¡ tari %¡ yarikasemïjra,tari	yarika-se-mï=jra,?	laugh-PTCP-NMLZ=NEG,"Oh, there’s nothing to laugh about.",,,,?	n,uy! no hay como para reir,convrisamaj,52,grme
convrisamaj-53,yab,nwa ma ta wïrë ya,nwa	ma	ta-∅	wïrë	ya,thus	RST	say-IPFV	1PRO	ERG,That’s all I’m saying.,,,convrisamaj-53,part	part	vt	pn	postp,así no más,convrisamaj,53,elpe
convrisamaj-54,yab,pïrarë,pïrarë,NEG.EXIST,Nothing.,,,convrisamaj-54,part,no hay,convrisamaj,54,elpe
convfemgrme-1,yab, najmo pano yakaramapëtiri,najmo	pano	yakarama-pëti-ri,grandmother	FMR	tell-PLUR-IPFV,my grandmother told (auto),,,,n	part	vt,mi abuela contaba,convfemgrme,1,grme
convfemgrme-2,yab,"nwa wejsen ti kërë achi, toto yënëni",nwa	wejsen	ti	kërë	achi	toto	yënë-ni,thus	?	HSY	?	?	?	eat(meat)-AGTNMLZ,"that's how that Achi becomes, he eats people (auto)",,,,part	?	part	?	?	?	n,"así se convierte ese Achi, come gente",convfemgrme,2,grme
convfemgrme-3,yab,¿ mëyewenkejra ka takono?,më-y-ewenke=jra	ka	takono,2-LK-ignorant=NEG	?	?,Don't you know another one? (auto),,,,postp	?	?,¿tú no sabes otro?,convfemgrme,3,came
convfemgrme-4,yab,awata ati neke ne takono,awata	ati	neke	ne	takono,SURP	?	CNTR	INTS	other,I do not know what will be another (auto),,,,intj	?	part	part	n,yo no sé que será otro,convfemgrme,4,grme
convfemgrme-5,yab,"mëkï ta, tawaru tajtoj maniki",mëkï	ta	tawa-ru	taj-toj	maniki,3.ANIM.DIST	?	nyctidromus_albicollis-PERT	say-CIRC.NMLZ	REL.ANIM,"that one, the one they call aguaitacaminos (auto)",,,,dem	?	n	n	part,"ese, el que llaman aguaitacaminos",convfemgrme,5,came
convfemgrme-6,yab,"aaa, tawaru ka, tëwï ti muku yënënijpë, pana yënëpëjnijpë tajtoj ti",aaa	tawa-ru	ka	tëwï	ti	muku	yënënijpë	pana	yënëpëjnijpë	taj-toj	ti,ah	nyctidromus_albicollis-PERT	?	3PRO	HSY	child	***	?	***	say-CIRC.NMLZ	HSY,"ah, tawaru? the one that ate a child? the one that ate the ears? (auto)",,,,intj	n	?	pn	part	n	?	?	?	n	part,"ah, tawaru? el que comió un niño? el que comió las orejas?",convfemgrme,6,grme
convfemgrme-7,yab,enijpëtë wurijyam pïnika tëpëkëpene chi wejsapë,enijpëtë	wurijyam	pïnika	të-pëkëpene	chi-∅	wej-sapë,one	woman	?	3-alone	COP-IPFV	COP-PFV,a woman who was alone (auto),,,,adv	n	?	postp	vi	vi,una mujer será que estaba sola,convfemgrme,7,grme
convfemgrme-8,yab,¿ waraijto ne?,waraijto	ne,husband	INTS,What about your husband? (auto),,,,n	part,¿y su esposo?,convfemgrme,8,came
convfemgrme-9,yab,waraijtojra pïnika chi wejsapë,waraijto=jra	pïnika	chi-∅	wej-sapë,husband=NEG	?	COP-IPFV	COP-PFV,she was without a husband (auto),,,,n	?	vi	vi,será que estaba sin marido,convfemgrme,9,grme
convfemgrme-10,yab,yutu yawë senejka pïnika wejsapë,yutu	yawë	senejka	pïnika	wejsapë,forest	LOC	?	?	?,they lived in the bush (auto),,,,n	postp	?	?	?,será que vivían en el monte,convfemgrme,10,grme
convfemgrme-11,yab,ëkëjna neke waraijto ijtëse,ëkëj-na	neke	waraijto	ij-të-se,where-NMLZ	CNTR	husband	3-go-PST,where did your husband go? (auto),,,,n	part	n	vi,dónde se fue su esposo?,convfemgrme,11,grme
convfemgrme-12,yab,tëpëkëpene senejka ta wejsapë,të-pëkëpene	senejka	ta	wej-sapë,3-alone	?	?	COP-PFV,lived alone (auto),,,,postp	?	?	vi,vivía sola,convfemgrme,12,grme
convfemgrme-13,yab,"poo, ta ti ta",poo	ta-∅	ti	ta,***	say-IPFV	HSY	like,"dijo, uy (auto)",,,,?	vt	part	part,"dijo, uy",convfemgrme,13,grme
convfemgrme-14,yab,¿ aniki yakërë wïrë tëtojpe?,aniki	y-akërë	wïrë	tëtojpe,who	LK-with	1PRO	?,who am I going with? (auto),,,,pn	postp	pn	?,con quién voy a ir?,convfemgrme,14,grme
convfemgrme-15,yab,"surukupi yapëjse, tuna yaka ta ti ta",surukupi	yapëjse	tuna	yaka	ta-∅	ti	ta,fish.sp	?	water	ALL	say-IPFV	HSY	like,"to grab pipe machete in the pipe, said (auto)",,,,n	?	n	postp	vt	part	part,"a agarrar machete de caño en el caño, dijo",convfemgrme,15,grme
convfemgrme-16,yab,"wïrë tëtojpe mëyakërë, ta ti ta tawaru ya",wïrë	tëtojpe	më-y-akërë	ta-∅	ti	ta	tawa-ru	ya,1PRO	?	2-LK-with	say-IPFV	HSY	like	nyctidromus_albicollis-PERT	ERG,"I'm coming with you, said the water-path (auto)",,,,pn	?	postp	vt	part	part	n	postp,"yo voy contigo, dijo el aguaitacaminos",convfemgrme,16,grme
convfemgrme-17,yab,wïrë tëtojpe mëyakërë,wïrë	tëtojpe	më-y-akërë,1PRO	?	2-LK-with,,,,,pn	?	postp,,convfemgrme,17,grme
convfemgrme-18,yab,"ë'ë, mai se ira chipëkë",ë'ë	mai	se	ira	chipëkë,yes	let’s_go	EVAL	***	***,"yes, let's go (auto)",,,,intj	intj	part	?	?,"sí, vamos",convfemgrme,18,grme
convfemgrme-19,yab,"wïrë mukuru yapëjtojpe mërë ya, wïrë surukupi yapëjtane",wïrë	muku-ru	yapëjtojpe	mërë	ya	wïrë	surukupi	yapëj-tane,1PRO	child-PERT	?	?	ERG	1PRO	?	grab-CNCS,for you to hold my son while I grab a pipe machete (auto),,,,pn	n	?	?	postp	pn	?	adv,para que agarres a mi hijo mientras yo agarro machete de caño,convfemgrme,19,grme
convfemgrme-20,yab,makuyupi yapëjpëjtane wïrë ya,makuyupi	yapëjpëjtane	wïrë	ya,catfish.sp	***	1PRO	?,I will catch several catfish (auto),,,,n	?	pn	?,voy a agarrar varios bagres,convfemgrme,20,grme
convfemgrme-21,yab,"tëjta yawë, ta ta",tëjta	yawë	ta-∅	ta,hollow	LOC	say-IPFV	like,"inside its hole, it said (auto)",,,,n	postp	vt	part,"dentro de su hueco, decía",convfemgrme,21,grme
convfemgrme-22,yab,warë tatuse imukuru,wa=rë	ta-tu-se	i-muku-ru,thus=EMP	3P-give-PST	3-child-PERT,thus he gave his son (auto),,,,part	vt	n,así le dió a su hijo,convfemgrme,22,grme
convfemgrme-23,yab,"¿ mukupïjkë, marë ne?",muku-pïjkë	marë	ne,child-DIM	?	INTS,Was it still a baby? (auto),,,,n	?	part,¿todavía era bebé?,convfemgrme,23,came
convfemgrme-24,yab,"mukujpë, muku waraij pïnika",muku-jpë	muku	waraij	pïnika,child-PST	?	like	?,"a baby, as a child will be (auto)",,,,n	?	postp	?,"un bebé, como un niño será",convfemgrme,24,grme
convfemgrme-25,yab,Mikerekë muku warai,mikerekë	muku	warai,***	child	like,as Miguel's son (auto),,,,?	n	postp,como el hijo de Miguel,convfemgrme,25,grme
convfemgrme-26,yab,"aaa, wichanorë?",aaa	wichanorë,ah	***,"ah, grandecito? (auto)",,,,intj	?,"ah, grandecito?",convfemgrme,26,came
convfemgrme-27,yab,wichanorë pïjkë warë tanëmëse,wichanorë	pïjkë	wa=rë	ta-nëmë-se,***	DIM	thus=EMP	3P-leave-PST,"big boy, I'll leave it like this (auto)",,,,?	part	part	vt,"grandecito, así lo dejo",convfemgrme,27,grme
convfemgrme-28,yab,"yapëjkë ira chipëkë, wïrë ya",yapëj-kë	ira	chipëkë	wïrë	ya,grab-IMP	***	***	1PRO	?,"hold on to it then, I... (auto)",,,,vt	?	?	pn	?,"agárralo entonces, yo...",convfemgrme,28,grme
convfemgrme-29,yab,"wïrë yapëjtane yënëtojpe, tatase",wïrë	yapëj-tane	yënëtojpe	ta-ta-se,1PRO	grab-CNCS	?	3P-say-PST,"I grab to eat, he said (auto)",,,,pn	adv	?	vt,"yo agarro para comer, dijo",convfemgrme,29,grme
convfemgrme-30,yab,"ë'ë, nejkë sarë mëmukuru, irë wa chipëkë, ta chijpë",ë'ë	nej-kë	sarë	më-muku-ru	irë	wa	chipëkë	ta	chi-jpë,yes	bring-IMP	?	2-child-PERT	3ANA.INAN	thus	***	?	COP-PST,"yes, give me your son, then,"" he said. (auto)",,,,intj	vt	?	n	dem	part	?	?	vi,"sí, dame acá tu hijo, entonces, dijo",convfemgrme,30,grme
convfemgrme-31,yab,wa irëjpë pïnika warë mïjna tuna pïjkë yaka ijtëpëjtane,wa	irëjpë	pïnika	wa=rë	mïjna	tuna	pïjkë	yaka	ijtëpëjtane,thus	then	?	thus=EMP	there.ALL	water	DIM	ALL	***,"later, while I was on my way to the little canyon there, (auto)",,,,part	adv	?	part	adv	n	part	postp	?,"después, mientras iba al cañito allá,",convfemgrme,31,grme
convfemgrme-32,yab,warë tayënë wejsapë panari,wa=rë	ta-yënë-∅	wej-sapë	pana-ri,thus=EMP	3P-eat(meat)-IPFV	COP-PFV	ear-PERT,so he was eating his ear (auto),,,,part	vt	vi	n,así se estaba comiendo su oreja,convfemgrme,32,grme
convfemgrme-33,yab,pana poye ma?,pana	poye	ma,?	above	RST,just for the ears? (auto),,,,?	postp	part,sólo por las orejas?,convfemgrme,33,came
convfemgrme-34,yab,"irëjpë chapëti ti tarojpë, yaj-yaj-yaj",irëjpë	chapëti	ti	tarojpë	yaj-yaj-yaj,then	***	HSY	?	***,"then, he shouted, saying thus yaj-yaj-yaj-yaj (auto)",,,,adv	?	part	?	?,"después, gritaba, diciendo así yaj-yaj-yaj",convfemgrme,34,grme
convfemgrme-35,yab,¡ këë %¡ kwa chipëkë samori?,këë	kwa	chipëkë	samori,***	how	***	?,Why are you crying? (auto),,,,?	part	?	?,uy! por qué llora?,convfemgrme,35,grme
convfemgrme-36,yab,¡ awata %¡ tase ti tawaru ya,awata	tase	ti	tawa-ru	ya,SURP	?	HSY	nyctidromus_albicollis-PERT	ERG,"I don't know, said the waterwalker (auto)",,,,intj	?	part	n	postp,"no sé, decía el aguaitacaminos",convfemgrme,36,grme
convfemgrme-37,yab,¡ awata!,awata,SURP,no sé (auto),,,,intj,no sé,convfemgrme,37,grme
convfemgrme-38,yab,warë ëjpïna samopëkë warë yanë wejse,wa=rë	ëjpïna	samo-pëkë	wa=rë	yanë	wejse,thus=EMP	often	cry-PROG.TR	thus=EMP	mother	?,"so, because he was crying a lot, so his mother came (auto)",,,,part	adv	vi	part	n	?,"así, porque lloraba mucho, así vino su mamá",convfemgrme,38,grme
convfemgrme-39,yab,"¡ pëj %¡ tayënëpëjse panarijpë tarojpë rë sukase rë, tëna parë",pëj	ta-yënë-pëj-se	pana-ri-jpë	tarojpë	rë	sukase	rë	të-na	parë,***	3P-eat(meat)-PLUR-PST	ear-PERT-PST	?	EMP	all	EMP	LOC-NMLZ	also,"oops, he ate his whole ears, his nose too! (auto)",,,,?	vt	n	?	part	adv	part	n	part,"uy! se comio las orejas completas, su nariz también",convfemgrme,39,grme
convfemgrme-40,yab,¡ këë %¡ wa chipëkën ti chapëti pïnika wejsapë imukuru,këë	wa	chipëkën	ti	chapëti	pïnika	wejsapë	i-muku-ru,***	thus	***	HSY	***	?	?	3-child-PERT,uy! that's why he shouted it will be his son (auto),,,,?	part	?	part	?	?	?	n,uy! por eso gritaba será su hijo,convfemgrme,40,came
convfemgrme-41,yab,"mmm, mesuku ijtë ti tarojpë rërë",mmm	mesuku	ijtë	ti	tarojpë	rë=rë,yes	blood	?	HSY	?	EMP=EMP,"yes, there was a lot of blood (auto)",,,,intj	n	?	part	?	part,"sí, salía mucha sangre",convfemgrme,41,grme
convfemgrme-42,yab,kwatojpe mërë yënëjpë,kwatojpe	mërë	yënëjpë,***	?	?,why did you eat it? (auto),,,,?	?	?,¿por qué lo comiste?,convfemgrme,42,grme
convfemgrme-43,yab,mërë warë mëyënëtojpano ka uyakërë mërë wepïrï,mërë	wa=rë	më-yënë-tojpano	ka	u-y-akërë	mërë	wepï-rï,?	thus=EMP	2-eat(meat)-FUT.CONCL	?	1-LK-with	?	come-IPFV,so for you to eat you came with me? (auto),,,,?	part	vt	?	postp	?	vi,así para tú comer tu viniste conmigo?,convfemgrme,43,grme
convfemgrme-44,yab,ta ti ta wejsaj ta tampapëti ti wejsapë,ta-∅	ti	ta	wej-saj	ta	tampa-pëti-∅	ti	wej-sapë,say-IPFV	HSY	like	COP-PFV	?	become_angry-PLUR-IPFV	HSY	COP-PFV,"he said, he had become angry (auto)",,,,vt	part	part	vi	?	vi	part	vi,"dijo, se había enojado",convfemgrme,44,grme
convfemgrme-45,yab,"tayenëkase, ijtëse",tayenëkase	ij-të-se,***	3-go-PST,took it out of his hand and left (auto),,,,?	vi,lo quitó de la mano y se fue,convfemgrme,45,grme
convfemgrme-46,yab,tawaru ëjnëmëse ijtë ma,tawa-ru	ëjnëmëse	ijtë	ma,nyctidromus_albicollis-PERT	?	?	RST,the aguaitacaminos stayed there (auto),,,,n	?	?	part,el aguaitacaminos se quedó ahí,convfemgrme,46,grme
convfemgrme-47,yab,warë ti wejsen ti orojyan ti tajtoj ti kërë tawaru,wa=rë	ti	wejsen	ti	orojyan	ti	taj-toj	ti	kërë	tawa-ru,thus=EMP	HSY	?	HSY	***	HSY	say-CIRC.NMLZ	HSY	?	nyctidromus_albicollis-PERT,"this is the way to form the ware, which is named aguaitacaminos (auto)",,,,part	part	?	part	?	part	n	part	?	n,"así se forma el máware, el que nombran aguaitacaminos",convfemgrme,47,grme
convfemgrme-48,yab,muku pana yënënijpë ti,muku	pana	yënënijpë	ti,child	?	***	HSY,"the one who ate a child's ear, so they say (auto)",,,,n	?	?	part,"el que comió la oreja de un niño, así dicen",convfemgrme,48,grme
convfemgrme-49,yab,tajtoj ti kërë tanijpë anajmo pano ya,taj-toj	ti	kërë	tanijpë	a-najmo-∅	pano	ya,say-CIRC.NMLZ	HSY	?	***	2-grandmother-PERT	FMR	?,"so she says, she, your grandmother (auto)",,,,n	part	?	?	n	part	?,"así dice, ella, tu abuela",convfemgrme,49,grme
convfemgrme-50,yab,"tawaraij të kërë tawaru ta ta, muku yënëni",tawaraij	të	kërë	tawa-ru	ta-∅	ta	muku	yënë-ni,too	?	?	nyctidromus_albicollis-PERT	say-IPFV	like	child	eat(meat)-AGTNMLZ,"that's how the roadkillers are, they say, child-eaters. (auto)",,,,adv	?	?	n	vt	part	n	n,"así es el aguiatacaminos, dicen, es come-niños",convfemgrme,50,grme
convfemgrme-51,yab,ijtëse,ij-të-se,3-go-PST,left (auto),,,,vi,se fue,convfemgrme,51,grme
convfemgrme-52,yab,mërë wa ma atajpëpëti ta ti ta,mërë	wa	ma	atajpëpëti	ta-∅	ti	ta,?	thus	RST	***	say-IPFV	HSY	like,"that's all it will take to heal, he said (auto)",,,,?	part	part	?	vt	part	part,"así no más se va a curar, decía",convfemgrme,52,grme
convfemgrme-53,yab,¿ kwase tajpëri?,kwase	tajpëri,how	***,how will it be cured? (auto),,,,part	?,¿cómo se va a curar?,convfemgrme,53,grme
convfemgrme-54,yab,"¿ tëwï ya, tawaru ya taro?",tëwï	ya	tawa-ru	ya	taro-∅,3PRO	?	nyctidromus_albicollis-PERT	ERG	say-IPFV,so said the waterwalker? (auto),,,,pn	?	n	postp	vt,¿así dijo el aguaitacaminos?,convfemgrme,54,came
convfemgrme-55,yab,"panarijpë... ë'ë, ti, mërë wa ma tajpëpëtïi",pana-ri-jpë	ë'ë	ti	mërë	wa	ma	tajpëpëtïi,ear-PERT-PST	yes	HSY	?	thus	RST	***,"his ear, yes, let it heal itself (auto)",,,,n	intj	part	?	part	part	?,"su oreja, sí, que se cure así mismo",convfemgrme,55,grme
convfemgrme-56,yab,"ta ti ta, kwase atajpëri",ta-∅	ti	ta	kwase	atajpëri,say-IPFV	HSY	like	how	***,"he said, how is he going to be cured? (auto)",,,,vt	part	part	part	?,"dijo, ¿cómo se va a curar?",convfemgrme,56,grme
convfemgrme-57,yab,panarijpë yënëpëjsapë,pana-ri-jpë	yënë-pëj-sapë,ear-PERT-PST	eat(meat)-PLUR-PFV,the ear was already eaten (auto),,,,n	vt,la oreja ya estaba comida,convfemgrme,57,grme
convfemgrme-58,yab,panakejra,pana-ke=jra,ear-PROP=NEG,Son of a Greek (auto),,,,adv,sin orejas,convfemgrme,58,grme
convfemgrme-59,yab,"kwa ta, tëwï tëna parë tayënëse",kwa	ta	tëwï	tëna	parë	ta-yënë-se,how	?	3PRO	?	also	3P-eat(meat)-PST,"Of course, he had also eaten his ear. (auto)",,,,part	?	pn	?	part	vt,"claro, también se había comido su oreja",convfemgrme,59,came
convfemgrme-60,yab,kwase neke wejsapë tëwï ma anajmori ya yakarama wejsapë,kwase	neke	wejsapë	tëwï	ma	a-najmo-ri	ya	yakarama-∅	wej-sapë,how	CNTR	?	3PRO	RST	2-grandmother-PERT	ERG	tell-IPFV	COP-PFV,"what it was like, that's all your grandmother used to say. (auto)",,,,part	part	?	pn	part	n	postp	vt	vi,"cómo era, eso nada más contaba tu abuela",convfemgrme,60,grme
convfemgrme-61,yab,"kwase neke, sëmase pïnika, mesukutu ijtë ti wejsapë tarojpë wïrë",kwase	neke	sëmase	pïnika	mesukutu	ijtë	ti	wej-sapë	tarojpë	wïrë,how	CNTR	?	?	***	?	HSY	COP-PFV	?	1PRO,"how could it be, maybe he died, he was bleeding a lot, I said. (auto)",,,,part	part	?	?	?	?	part	vi	?	pn,"como será, tal vez se murió, estaba sangrando mucho, dije",convfemgrme,61,grme
convfemgrme-62,yab,¿ kwase ta tayëjtëri?,kwase	ta	tayëjtëri,how	?	***,??? (auto),,,,part	?	?,???,convfemgrme,62,came
convfemgrme-63,yab,"jm wa ti tajtoj ti tawaru,",jm	wa	ti	taj-toj	ti	tawa-ru,***	thus	HSY	say-CIRC.NMLZ	HSY	nyctidromus_albicollis-PERT,"that's the way the aguaitacaminos is, they say (auto)",,,,?	part	part	n	part	n,"así es el aguaitacaminos, dicen",convfemgrme,63,grme
convfemgrme-64,yab,orojyan ti kërë tawaru tajtoj ti anajmo pano ya,orojyan	ti	kërë	tawa-ru	taj-toj	ti	a-najmo-∅	pano	ya,***	HSY	?	nyctidromus_albicollis-PERT	say-CIRC.NMLZ	HSY	2-grandmother-PERT	FMR	?,"that aguaitacaminos is a devil, according to the late your grandmother (auto)",,,,?	part	?	n	n	part	n	part	?,"ese aguaitacaminos es un diablo, según la finada tu abuela",convfemgrme,64,grme
convfemgrme-65,yab,¿ wa chipokon ta teijpojra ëjtë pëkë chiri?,wa	chipokon	ta	teijpo=jra	ëj-të	pëkë	chiri,thus	***	?	far=NEG	house-NPERT	about	?,That's why it is always close to the house? (auto),,,,part	?	?	adv	n	postp	?,por eso es que siempre está cerca de la casa?,convfemgrme,65,grme
convfemgrme-66,yab,"irë wa chipëkën ti, onono parë, tajromini, mërë itaja ka kuruj kuruj kuruj kuruj,",irë	wa	chipëkën	ti	onono	parë	tajromini	mërë	ita-ja	ka	kuruj	kuruj	kuruj	kuruj,3ANA.INAN	thus	***	HSY	another	also	bad_omen	?	hear-NEG	?	K.	K.	K.	K.,"that's why, sometimes, it's a bad omen, haven't you heard, kuruj kuruj? (auto)",,,,dem	part	?	part	n	part	n	?	vt	?	intj	intj	intj	intj,"por eso, a veces, es de mal augurio, tu no has escuchado, kuruj kuruj?",convfemgrme,66,grme
convfemgrme-67,yab,"kuruj kuruj kuruj kuruj, ta ta, muku, tëwï takï tajromini tajtoj ti",kuruj	kuruj	kuruj	kuruj	ta-∅	ta	muku	tëwï	takï	tajromini	taj-toj	ti,K.	K.	K.	K.	say-IPFV	like	child	3PRO	CNFRM	bad_omen	say-CIRC.NMLZ	HSY,"says kuruj kuruj, daughter, according to him it is a bad omen. (auto)",,,,intj	intj	intj	intj	vt	part	n	pn	part	n	n	part,"dice kuruj kuruj, hija, según que eso es de mal augurio",convfemgrme,67,grme
convfemgrme-68,yab,wa wejsen takï kërë tawaru maniki,wa	wejsen	takï	kërë	tawa-ru	maniki,thus	?	CNFRM	?	nyctidromus_albicollis-PERT	REL.ANIM,so it happens with that watery road (auto),,,,part	?	part	?	n	part,así pasa con aquel aguaitacaminos,convfemgrme,68,grme
convfemgrme-69,yab,ta chipëkë wïrë wakïj pïnirë kërë takï tawaru,ta	chipëkë	wïrë	wakïj	pïnirë	kërë	takï	tawa-ru,?	***	1PRO	***	?	?	CNFRM	nyctidromus_albicollis-PERT,"because it says, I don't like aguaitacaminos (auto)",,,,?	?	pn	?	?	?	part	n,"por que dice, a mi no me gusta el aguaitacaminos",convfemgrme,69,grme
